City,State,Median Income,Percent with Bachelors or Higher,Population,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Liverpool,Illinois,23950,5.71428571428571,123,,,,
Lawrenceville,Illinois,24523,16.3873994638069,4399,,,,
Hopewell,Illinois,42992,29.2063492063492,398,,,,
Toluca,Illinois,30996,15.9041394335511,1269,,,,
Wenona,Illinois,26203,16.4978292329956,938,,,,
Oregon,Illinois,29827,18.9823168531216,3470,,,,
Rochelle,Illinois,24988,15.804081632653,9052,,,,
Eldorado,Illinois,20896,14.4662454273362,3910,,,,
Du Bois,Illinois,29157,5.92592592592592,189,,,,
Burnham,Illinois,21969,15.8116654954321,4088,,,,
Crestwood,Illinois,31512,21.9492595568821,10706,,,,
Golf,Illinois,85716,71.2025316455696,493,,,,
Hometown,Illinois,23045,14.0435835351089,4177,,,,
Palos Park,Illinois,53111,43.0912069907154,4736,,,,
Alexis,Illinois,26235,10.1027397260273,777,,,,
Virginia,Illinois,29970,17.7401129943502,1435,,,,
Lyons,Illinois,26874,17.3235166738847,10372,,,,
Indian Head Park,Illinois,58195,51.1787819253438,3719,,,,
La Grange,Illinois,58510,63.4573947110675,15322,,,,
Lynwood,Illinois,30295,31.9316900273884,9194,,,,
Midlothian,Illinois,27659,14.167826605687,14346,,,,
Morton Grove,Illinois,38381,44.4947296058661,22796,,,,
Mill Shoals,Illinois,21090,7.97101449275362,197,,,,
Bowen,Illinois,22109,15.5425219941348,457,,,,
Elvaston,Illinois,17166,1.8348623853211,154,,,,
Hamilton,Illinois,25785,22.7625452664252,2715,,,,
Flat Rock,Illinois,21403,14.2292490118577,307,,,,
Stoy,Illinois,24084,5.6910569105691,115,,,,
Wheeler,Illinois,14468,15.625,146,,,,
La Rose,Illinois,20998,7.2463768115942,130,,,,
Northbrook,Illinois,69287,70.3959875419649,32958,,,,
Orland Hills,Illinois,34124,33.3191760458696,7023,,,,
Sesser,Illinois,24492,11.1623616236162,1860,,,,
Ferris,Illinois,27267,7.5187969924812,143,,,,
Belvidere,Illinois,22206,14.7477120949789,25143,,,,
Poplar Grove,Illinois,35722,28.8355497891663,5104,,,,
De Soto,Illinois,21483,19.6163905841325,1502,,,,
Makanda,Illinois,40413,41.3625304136253,530,,,,
Lee,Illinois,28123,15.2466367713004,327,,,,
Sublette,Illinois,29470,11.0759493670886,421,,,,
Buffalo,Illinois,25936,15.0537634408602,480,,,,
Chatham,Illinois,38280,48.2259404295716,13008,,,,
Lake Petersburg,Illinois,53490,42.0689655172413,,,,,
Langleyville,Illinois,33038,0,,,,,
LaPlace,Illinois,52916,16.40625,,,,,
Lost Nation,Illinois,59390,21.6260162601626,,,,,
Mitchell,Illinois,26340,8.86075949367088,,,,,
Mulkeytown,Illinois,13183,6.79611650485436,,,,,
Oak Run,Illinois,48008,37.1364653243847,,,,,
Olive Branch,Illinois,18304,4.02298850574712,,,,,
Olivet,Illinois,34004,21.590909090909,,,,,
Opdyke,Illinois,22310,1.69491525423728,,,,,
Paderborn,Illinois,45991,0,,,,,
Penfield,Illinois,31077,5.45454545454545,,,,,
Cochran,Georgia,15725,25.6159728122344,4993,,,,
Unionville,Georgia,11212,8.99182561307901,,,,,
Jeffersonville,Georgia,19276,8.86571056062581,939,,,,
McIntyre,Georgia,25089,10.7070707070707,605,,,,
Blairsville,Georgia,15734,8.90052356020942,643,,,,
Salem,Georgia,13982,5.28301886792452,,,,,
Yatesville,Georgia,23412,7.66550522648083,360,,,,
Waycross,Georgia,18264,16.2983735277621,13480,,,,
Dock Junction,Georgia,25034,13.5066811123149,,,,,
St. Simons,Georgia,59982,56.8025234498215,,,,,
Morgan,Georgia,3265,3.51262349066959,1835,,,,
Redan,Georgia,23128,25.9296054499006,,,,,
Stone Mountain,Georgia,22254,25.8442453480358,6281,,,,
Mitchell,Georgia,21044,5.55555555555555,189,,,,
Alto,Georgia,14671,4.9062049062049,1198,,,,
Menlo,Georgia,20275,6.97674418604651,456,,,,
Douglas,Georgia,18827,13.0396215257244,11695,,,,
Royston,Georgia,14441,13.8452914798206,2571,,,,
Brunswick,Georgia,21199,17.9379323237988,16256,,,,
Woodville,Georgia,20472,16.7741935483871,382,,,,
Baldwin,Georgia,15912,10.2973568281938,3414,,,,
Maysville,Georgia,23521,11.3722517058377,2103,,,,
Ellenton,Georgia,17302,9.74025974025974,282,,,,
Hawkinsville,Georgia,13279,15.328832208052,5270,,,,
Belvedere Park,Georgia,27964,26.9076305220883,,,,,
Holly Springs,Georgia,33694,41.0561966884094,15442,,,,
Druid Hills,Georgia,88419,87.9869600651996,,,,,
Guyton,Georgia,23693,14.1252006420545,2226,,,,
Bellville,Georgia,38933,39.0625,118,,,,
Satilla,Georgia,10428,0,,,,,
Seville,Georgia,18854,19.4444444444444,,,,,
Talahi Island,Georgia,54057,50.0857632933104,,,,,
Tate City,Georgia,-666666666,,,,,,
The Rock,Georgia,38610,46.4912280701754,,,,,
Yonah,Georgia,19881,18.8679245283018,,,,,
Jenkinsburg,Georgia,25652,14.9532710280373,376,,,,
Cave Spring,Georgia,18874,20.9032258064516,1070,,,,
Woolsey,Georgia,39274,37.3015873015873,167,,,,
Philo,Illinois,36094,31.8359375,1400,,,,
St. Joseph,Illinois,32609,33.5474660956459,3860,,,,
Thomasboro,Illinois,29135,12.8205128205128,1084,,,,
East Brooklyn,Illinois,42121,11.5942028985507,105,,,,
Georgetown,Illinois,26086,13.0134025075659,3185,,,,
Sidell,Illinois,25104,10.3030303030303,563,,,,
Westville,Illinois,23577,14.3988124690747,2945,,,,
Kinsman,Illinois,59701,8.43373493975903,97,,,,
Crystal Lake,Illinois,39314,40.7821229050279,39829,,,,
Lakewood,Illinois,57214,61.2968183648811,4001,,,,
Fillmore,Illinois,28202,7.43801652892562,310,,,,
Raymond,Illinois,26496,14.3845089903181,942,,,,
Cuba,Illinois,23963,12.9742962056303,1170,,,,
Smithfield,Illinois,21872,12.1621621621621,221,,,,
Leaf River,Illinois,27898,15.6996587030716,406,,,,
Nashville,Illinois,30774,24.3835616438356,3011,,,,
Dakota,Illinois,24026,14.4117647058823,468,,,,
Roanoke,Illinois,29563,18.2969739619985,1990,,,,
Secor,Illinois,25204,16.3716814159292,355,,,,
North Port,Florida,30384,21.8067033013129,70724,,,,
North Sarasota,Florida,22403,16.2629198966408,,,,,
Osprey,Florida,55305,56.608434797953,,,,,
Sarasota,Florida,40470,36.4475072392197,58285,,,,
The Meadows,Florida,47255,54.5454545454545,,,,,
Lake Butler,Florida,18897,8.39454354669464,1804,,,,
Auburndale,Florida,24464,21.4245965498052,16650,,,,
Combee Settlement,Florida,15391,3.36814621409921,,,,,
Washington Park,Florida,15711,5.75868372943327,,,,,
Crystal River,Florida,30618,22.0703125,3186,,,,
Satellite Beach,Florida,41566,49.2716256284646,11130,,,,
Titusville,Florida,26066,21.8703976435935,46580,,,,
Groveland,Florida,26264,23.3076074972436,16423,,,,
Montverde,Florida,38552,32.1206743566992,1705,,,,
Homosassa Springs,Florida,23445,9.58481841826413,,,,,
Solana,Florida,44917,40.8620689655172,,,,,
Citrus Springs,Florida,21074,14.6486573404084,,,,,
Homosassa,Florida,44612,27.2094268880557,,,,,
Weston,Florida,46492,62.950176008665,71166,,,,
Charlotte Harbor,Florida,28164,25.4980079681274,,,,,
Cleveland,Florida,29807,13.9570552147239,,,,,
Harbour Heights,Florida,27554,25.7683215130023,,,,,
Port Charlotte,Florida,26130,18.7225663535299,,,,,
Punta Gorda,Florida,46684,38.7486977659451,20369,,,,
Beverly Hills,Florida,18267,7.20193953223046,,,,,
Bowling Green,Florida,12602,8.61372812920592,2887,,,,
Belleview,Florida,23688,17.0212765957446,5101,,,,
Bagdad,Florida,24714,27.9423226812159,,,,,
Merritt Island,Florida,36846,35.6079814794399,,,,,
Mims,Florida,26817,16.3141993957703,,,,,
Campbell,Florida,23381,20.5273069679849,,,,,
Lauderhill,Florida,20588,20.1500258665287,71868,,,,
Lighthouse Point,Florida,63920,48.4241955103394,11270,,,,
Miramar,Florida,28697,27.2934878434788,141191,,,,
Oakland Park,Florida,27545,26.9919722022525,45202,,,,
Hernando,Florida,22077,15.5803510681725,,,,,
Inverness Highlands North,Florida,21116,8.42931937172774,,,,,
Wauchula,Florida,21346,12.6520681265206,4786,,,,
Anna Maria,Florida,51894,47.3053892215568,1762,,,,
Stock Island,Florida,27916,16.3967611336032,,,,,
Lake Sarasota,Florida,33308,28.0889145496535,,,,,
Warm Mineral Springs,Florida,29054,19.3517080745341,,,,,
Palmetto,Florida,26425,20.589439214081,13748,,,,
Flagler Beach,Florida,33440,35.2217320640817,5123,,,,
Glencoe,Florida,33466,18.5294117647058,,,,,
Orange City,Florida,26887,21.3899204244031,12335,,,,
Launiupoko,Hawaii,64501,42.2273781902552,,,,,
Mahinahina,Hawaii,54518,37.085137085137,,,,,
Makakilo,Hawaii,38825,33.8370253164557,,,,,
Makena,Hawaii,77094,60.9090909090909,,,,,
Manele,Hawaii,20976,76,,,,,
Mililani Mauka,Hawaii,45005,52.2766099680606,,,,,
Ocean Pointe,Hawaii,38489,41.644306107116,,,,,
Olinda,Hawaii,45459,43.0632630410654,,,,,
Olowalu,Hawaii,90174,56.8181818181818,,,,,
Urban Honolulu,Hawaii,37834,37.1646977603449,345064,,,,
Waikele,Hawaii,43086,41.5569972196478,,,,,
Belview,Minnesota,26959,9.2526690391459,354,,,,
Lamberton,Minnesota,29924,14.4876325088339,768,,,,
Seaforth,Minnesota,21439,9.43396226415094,82,,,,
Big Lake,Minnesota,32394,27.655620935274,11226,,,,
La Crescent,Minnesota,37505,35.2666300164925,5029,,,,
St. Charles,Minnesota,32983,31.9529029638652,3758,,,,
Forest Lake,Minnesota,39085,31.9987959060806,20933,,,,
Oak Park Heights,Minnesota,35801,28.9264668203945,5003,,,,
St. Paul Park,Minnesota,33552,20.0892857142857,5362,,,,
Lake Bronson,Minnesota,25787,6.47482014388489,205,,,,
Bowlus,Minnesota,25792,8.80829015544041,279,,,,
Upsala,Minnesota,24045,10.4761904761904,424,,,,
Bigelow,Minnesota,22138,12.5925925925925,231,,,,
Chisago City,Minnesota,38942,25.6382400869092,5224,,,,
Barnum,Minnesota,25930,14.1388174807197,600,,,,
Red Lake,Minnesota,11646,10.1167315175097,,,,,
Garfield,Minnesota,31506,23.1372549019607,350,,,,
Hoffman,Minnesota,24252,13.5802469135802,682,,,,
Manchester,Minnesota,20511,3.92156862745098,55,,,,
Twin Lakes,Minnesota,25736,9.75609756097561,148,,,,
Walnut Grove,Minnesota,21574,14.2201834862385,806,,,,
Elk River,Minnesota,35001,27.852974046939,25213,,,,
Stewartville,Minnesota,29785,27.6551545053232,6094,,,,
Campbell,Minnesota,23207,16.6666666666666,151,,,,
Doran,Minnesota,37659,9.52380952380952,50,,,,
Bayport,Minnesota,33874,30.688202247191,3765,,,,
Grant,Minnesota,57597,45.581712726032,4116,,,,
Lakeland Shores,Minnesota,48746,41.9491525423728,312,,,,
Oakdale,Minnesota,36804,31.7111942977283,27933,,,,
Taylors Falls,Minnesota,28124,22.7157360406091,1034,,,,
Moose Lake,Minnesota,12354,9.37752627324171,2815,,,,
Clara City,Minnesota,27375,17.478813559322,1276,,,,
Lake Lillian,Minnesota,26240,7.54716981132075,235,,,,
New Prague,Minnesota,33837,29.5893719806763,8263,,,,
Gilbert,Minnesota,29292,11.8215613382899,1780,,,,
Hoyt Lakes,Minnesota,29401,13.4969325153374,1946,,,,
Iron Junction,Minnesota,23265,16.6666666666666,86,,,,
Prior Lake,Minnesota,49428,46.2271689497716,27241,,,,
Audubon,Minnesota,27870,14.1414141414141,520,,,,
Lexington,Minnesota,27438,16.7224080267558,2652,,,,
Beardsley,Minnesota,25635,14.5985401459854,212,,,,
Graceville,Minnesota,28650,15.2,560,,,,
Barnesville,Minnesota,32145,27.9349789283564,2602,,,,
Dilworth,Minnesota,35463,29.3785310734463,4422,,,,
Watson,Minnesota,26827,5.88235294117647,189,,,,
Monticello,Minnesota,28965,19.323782234957,13824,,,,
Montrose,Minnesota,27093,20.7173447537473,3317,,,,
Eveleth,Minnesota,25878,23.2507605388961,3569,,,,
Bovey,Minnesota,21700,6.4453125,784,,,,
Paynesville,Minnesota,26011,17.6572417772648,2519,,,,
Roscoe,Minnesota,22482,2.56410256410256,113,,,,
Farwell,Minnesota,24265,21.7391304347826,52,,,,
Westport,Minnesota,27036,8.1081081081081,61,,,,
Camden,Michigan,15010,5.49450549450549,501,,,,
Laurium,Michigan,21926,25.8452291510142,1898,,,,
Edgemont Park,Michigan,29357,21.4366515837104,,,,,
Lansing,Michigan,23226,26.1550612083717,118210,,,,
Greilickville,Michigan,31798,54.6052631578947,,,,,
Suttons Bay,Michigan,43540,50.8298755186721,619,,,,
Lyons,Michigan,20452,7.1556350626118,807,,,,
Charlotte,Michigan,26775,14.4596150682678,9090,,,,
Dimondale,Michigan,37751,31.5732758620689,1257,,,,
Big Bay,Michigan,42410,45.1219512195122,,,,,
Buchanan,Michigan,22748,23.655147844674,4263,,,,
Coloma,Michigan,20981,16.8615984405458,1411,,,,
Whitmore Lake,Michigan,37482,29.2734590129209,,,,,
Coldwater,Michigan,20806,12.6796774570527,12215,,,,
Bellaire,Michigan,22295,29.7843665768194,1066,,,,
Concord,Michigan,21896,21.8064516129032,1040,,,,
Deckerville,Michigan,18633,11.1480865224625,781,,,,
Peck,Michigan,21657,11.25,595,,,,
Allen Park,Michigan,34956,25.6526155408837,26940,,,,
Livonia,Michigan,38416,37.3805314822,93665,,,,
Melvindale,Michigan,19655,12.5121084920891,10248,,,,
Auburn Hills,Michigan,33071,45.3691793156676,24748,,,,
Oakley,Michigan,21194,11.2676056338028,274,,,,
Tecumseh,Michigan,33777,30.1739850869925,8398,,,,
Hastings,Michigan,25586,24.2290748898678,7310,,,,
Woodland,Michigan,22149,13.0681818181818,446,,,,
North Adams,Michigan,20925,13.5278514588859,461,,,,
Calumet,Michigan,17981,23.7623762376237,687,,,,
Battle Creek,Michigan,24913,21.8504226928628,51093,,,,
Shields,Michigan,31909,24.1272646928855,,,,,
Luther,Michigan,14829,1.95121951219512,324,,,,
Athens,Michigan,20970,11.0569105691056,996,,,,
Eau Claire,Michigan,18505,28.7015945330296,597,,,,
Watervliet,Michigan,23009,11.9738072965388,1646,,,,
Indian River,Michigan,32233,30.1829268292682,,,,,
Wolverine,Michigan,13171,6.28930817610062,234,,,,
Otsego,Michigan,26776,13.456090651558,3994,,,,
Wayland,Michigan,25045,20.0779036827195,4225,,,,
Crystal Falls,Michigan,21376,16.2615255658005,1364,,,,
Westwood,Michigan,30584,49.3063880801507,,,,,
Caledonia,Michigan,32589,37.3557187827911,1636,,,,
Cedar Springs,Michigan,21779,17.2792564427545,3711,,,,
Sparta,Michigan,23139,16.0403618649965,4399,,,,
Elk Rapids,Michigan,34964,37.0434782608695,1615,,,,
Huntington Woods,Michigan,64090,77.1011808288955,6265,,,,
Dryden,Michigan,24688,13.1926121372031,938,,,,
Mio,Michigan,23714,14.8780487804878,,,,,
Hanover,Michigan,20644,11.5241635687732,427,,,,
Springport,Michigan,19850,8,787,,,,
Croswell,Michigan,20169,11.7939168218497,2286,,,,
Melvin,Michigan,22688,4.72440944881889,168,,,,
Howell,Michigan,28735,23.2121749408983,9604,,,,
Pinckney,Michigan,32748,25.886287625418,2420,,,,
Corunna,Michigan,26262,17.0258620689655,3344,,,,
Owosso,Michigan,22947,12.1314952279957,14441,,,,
Perry,Michigan,26775,15.9771754636233,2092,,,,
Whittemore,Michigan,17960,7.91139240506329,375,,,,
Pewamo,Michigan,27842,12.5786163522012,484,,,,
Portland,Michigan,25669,21.5566422167889,3948,,,,
Mulliken,Michigan,29954,14.609571788413,561,,,,
Stephenson,Michigan,21380,11.1470113085621,826,,,,
Oxnard,California,23955,17.9859452188232,208881,,,,
Black Point-Green Point,California,69792,56.2015503875968,,,,,
Lucas Valley-Marinwood,California,64278,60.5274261603375,,,,,
Ross,California,112902,80.5326569435637,2451,,,,
San Geronimo,California,50659,61.8881118881118,,,,,
Tamalpais-Homestead Valley,California,90468,76.4600071951073,,,,,
Woodacre,California,58802,55.7046979865771,,,,,
Grass Valley,California,29568,26.1220637583892,12817,,,,
Penn Valley,California,25181,22.8511530398322,,,,,
Greenville,California,23519,10.2920723226703,,,,,
Lake Almanor Peninsula,California,43902,32.6530612244898,,,,,
Taylorsville,California,52219,29.4117647058823,,,,,
Tobin,California,-666666666,,,,,,
Planada,California,14957,5.52009012392039,,,,,
Winton,California,16552,5.24513618677042,,,,,
Broadmoor,California,41593,28.7440221495091,,,,,
Moraga,California,69916,73.6496948720284,17783,,,,
Foster City,California,70705,70.2568186342823,33901,,,,
Highlands-Baywood Park,California,89315,65.4501216545012,,,,,
Hillsborough,California,140843,78.9453276463745,11387,,,,
North Fair Oaks,California,35031,26.3866097801115,,,,,
Johannesburg,California,,0,,,,,
Mojave,California,19399,9.3076923076923,,,,,
Oildale,California,18283,9.35241604081054,,,,,
Rosedale,California,47716,31.3156972669936,,,,,
Coachella,California,17442,3.63972042727152,45743,,,,
Linden,California,43907,22.5417439703153,,,,,
Cherry Valley,California,32650,18.8876202903278,,,,,
Lakeland Village,California,19953,9.46700507614213,,,,,
Lakeview,California,32004,9.20881971465629,,,,,
Mecca,California,10068,0.848385331143951,,,,,
Moreno Valley,California,21443,16.2895270079356,213055,,,,
Nuevo,California,23621,15.1136363636363,,,,,
Wallace,California,43568,29.7699594046008,,,,,
Adelanto,California,14238,5.9931506849315,34049,,,,
Bloomington,California,18248,9.65054556178118,,,,,
Chuichu,Arizona,11406,0,,,,,
Kearny,Arizona,24926,11.3154172560113,2168,,,,
Burnside,Arizona,14134,16.5853658536585,,,,,
Steamboat,Arizona,12367,0,,,,,
Bisbee,Arizona,22915,28.6985256736146,5225,,,,
Tombstone,Arizona,24337,13.3072407045009,1303,,,,
Willcox,Arizona,18853,8.94071914480077,3533,,,,
Desert Hills,Arizona,38724,14.259681093394,,,,,
Lake Havasu City,Arizona,32160,15.7494776958927,55865,,,,
Jerome,Arizona,38788,18.2242990654205,455,,,,
Mayer,Arizona,21737,4.62387853692201,,,,,
Tonalea,Arizona,8006,6.04026845637583,,,,,
Peridot,Arizona,10763,3.50241545893719,,,,,
Rio Verde,Arizona,78738,67.7064220183486,,,,,
Scottsdale,Arizona,62682,58.4106285884034,258069,,,,
Sun City,Arizona,32521,23.5774064065902,,,,,
Youngtown,Arizona,21134,13.5633680555555,6859,,,,
Poston,Arizona,12736,0,,,,,
Salome,Arizona,20250,7.66028309741881,,,,,
Bullhead City,Arizona,24274,9.61183603532358,40884,,,,
Golden Valley,Arizona,20698,7.40496304118268,,,,,
Paradise,California,29172,21.2753097612571,4476,,,,
Willits,California,22361,19.5343211369821,4890,,,,
West Menlo Park,California,96955,83.1550802139037,,,,,
Bear Valley Springs,California,38894,34.7644749754661,,,,,
Montecito,California,108812,71.9925857275254,,,,,
Toro Canyon,California,94397,49.4277539341917,,,,,
Big Pine,California,30676,19.650655021834,,,,,
Round Valley,California,28116,25.6926952141057,,,,,
West Bishop,California,40483,35.5208333333333,,,,,
Wilkerson,California,28918,23.2091690544412,,,,,
Almanor,California,-666666666,,,,,,
Lake Almanor Country Club,California,61615,49.2581602373887,,,,,
Madera,California,17866,9.45934606886135,65860,,,,
Muir Beach,California,75474,71.9696969696969,,,,,
Novato,California,54682,46.4259268401046,55516,,,,
Mariposa,California,27767,18.558736426456,,,,,
Cameron Park,California,38808,30.3468419131069,,,,,
Susanville,California,13817,7.28027159562429,15010,,,,
Country Club,California,27033,12.3521278230142,,,,,
Kennedy,California,15239,5.06912442396313,,,,,
Merced,California,20488,16.4785793373647,83676,,,,
Portola Valley,California,124281,77.0764119601329,4568,,,,
Tracy,California,31540,22.0173127587504,94740,,,,
Meadow Valley,California,40921,28.7234042553191,,,,,
Chilcoot-Vinton,California,27654,39.8089171974522,,,,,
Iron Horse,California,,30.1470588235294,,,,,
Paxton,California,-666666666,,,,,,
Valley Ranch,California,-666666666,,,,,,
Oakhurst,California,20293,17.2161172161172,,,,,
Bertsch-Oceanview,California,23547,7.5070821529745,,,,,
Crescent City,California,12143,9.0576923076923,6787,,,,
Klamath,California,22613,16.7032967032967,,,,,
Clearlake,California,16778,7.27754861520329,15267,,,,
Middletown,California,44273,2.61044176706827,,,,,
Arcata,California,24158,48.6225179332571,18431,,,,
Susan Moore,Alabama,20170,11.6903633491311,776,,,,
Fulton,Alabama,12272,0,246,,,,
Gaylesville,Alabama,20235,16.40625,141,,,,
Glenwood,Alabama,25105,14.2857142857142,183,,,,
Marion,Alabama,13939,23.8432226456178,3123,,,,
Abanda,Alabama,9657,0,,,,,
Axis,Alabama,18207,29.9352750809061,,,,,
Ballplay,Alabama,25443,18.6025408348457,,,,,
Belgreen,Alabama,32425,12.5,,,,,
Bellamy,Alabama,14189,0,,,,,
Belle Fontaine,Alabama,24026,13.1443298969072,,,,,
Boykin,Alabama,8650,0,,,,,
Brantleyville,Alabama,21228,15.1202749140893,,,,,
Bristow Cove,Alabama,14994,0,,,,,
Brook Highland,Alabama,44697,57.043746386587,,,,,
Broomtown,Alabama,19925,9.09090909090909,,,,,
Bucks,Alabama,,0,,,,,
Calvert,Alabama,7705,10.1045296167247,,,,,
Carlisle-Rockledge,Alabama,18456,6.76959619952494,,,,,
Carlton,Alabama,16113,0,,,,,
Russellville,Alabama,20648,12.6039458666231,9737,,,,
Vina,Alabama,14770,7.47330960854092,356,,,,
Fountain City,Indiana,25587,6.44567219152854,756,,,,
Mount Auburn,Indiana,38301,16,104,,,,
Oolitic,Indiana,27466,10.1876675603217,1134,,,,
Coatesville,Indiana,29853,21.9780219780219,564,,,,
Jamestown,Indiana,35167,29.2079207920792,924,,,,
Stilesville,Indiana,27451,10.3825136612021,337,,,,
Mentone,Indiana,22459,10.5960264900662,968,,,,
Nappanee,Indiana,24278,16.3108078362315,6843,,,,
Middlebury,Indiana,30394,24.4536082474226,3613,,,,
Sidney,Indiana,23045,4.8780487804878,81,,,,
Bruceville,Indiana,42839,5.39419087136929,475,,,,
Brazil,Indiana,20305,11.9444965310331,7993,,,,
Lizton,Indiana,29842,32.7913279132791,489,,,,
Spurgeon,Indiana,30167,2.803738317757,204,,,,
Shamrock Lakes,Indiana,29023,32.2033898305084,216,,,,
Camden,Indiana,26250,7.9136690647482,619,,,,
Gosport,Indiana,22492,13.6602451838879,797,,,,
Rosedale,Indiana,27872,11.5771812080536,706,,,,
Lakes of the Four Seasons,Indiana,34673,26.560138199093,,,,,
Ogden Dunes,Indiana,66189,73.0569948186528,1088,,,,
Newtown,Indiana,30057,10.9090909090909,243,,,,
Veedersburg,Indiana,26949,8.43293492695883,2047,,,,
Switz City,Indiana,20541,6.25,289,,,,
Worthington,Indiana,26021,14.6128680479825,1407,,,,
Fowlerton,Indiana,16302,5.4054054054054,253,,,,
Matthews,Indiana,20845,9.41422594142259,559,,,,
Sweetser,Indiana,27626,17.0103092783505,1104,,,,
Laconia,Indiana,17874,9.75609756097561,51,,,,
Mauckport,Indiana,24824,0,85,,,,
Muncie,Indiana,20386,23.586199620173,67999,,,,
Spencer,Indiana,23712,11.9047619047619,2256,,,,
Marshall,Indiana,22987,5.96330275229357,317,,,,
Montezuma,Indiana,20757,7.69230769230769,986,,,,
Bluffton,Indiana,25525,14.4329896907216,10147,,,,
Ossian,Indiana,27395,20.5790645879732,3382,,,,
Uniondale,Indiana,23319,14.6892655367231,315,,,,
Zanesville,Indiana,21449,12.2621564482029,621,,,,
Elwood,Indiana,23538,9.58928256654327,8394,,,,
Oxford,Indiana,22833,7.95454545454545,1149,,,,
Bryant,Indiana,16907,4.23728813559322,245,,,,
Redkey,Indiana,21047,8.83458646616541,1282,,,,
Bargersville,Indiana,46141,41.7048579285059,8076,,,,
Emison,Indiana,23434,0,,,,,
New Sharon,Iowa,32250,23.4582829504232,1293,,,,
Luxemburg,Iowa,32082,15.1041666666666,247,,,,
Farmersburg,Iowa,18939,7.58293838862559,268,,,,
Aurelia,Iowa,35344,21.9435736677116,958,,,,
East Germantown,Indiana,22797,5.11811023622047,351,,,,
Marcus,Iowa,35613,26.1388286334056,1054,,,,
Holstein,Iowa,36077,28.021978021978,1370,,,,
Lakeside,Iowa,31544,26.1818181818181,689,,,,
Newell,Iowa,29522,17.7705977382875,852,,,,
Rembrandt,Iowa,24553,6.5040650406504,194,,,,
Ricketts,Iowa,19269,3.65853658536585,135,,,,
Carpenter,Iowa,23029,5.55555555555555,106,,,,
Grimes,Iowa,35148,38.6235786953919,14804,,,,
Brooklyn,Iowa,29628,19.4630872483221,1400,,,,
Beaconsfield,Iowa,19806,0,14,,,,
Bolton,Mississippi,20163,11.2012987012987,531,,,,
Crawford,Mississippi,19978,11.2903225806451,650,,,,
French Camp,Mississippi,14576,38.2978723404255,165,,,,
Falcon,Mississippi,12925,7.14285714285714,143,,,,
Biloxi,Mississippi,26879,25.8230350963915,46212,,,,
Pass Christian,Mississippi,28562,35.695468914647,6307,,,,
New Hope,Mississippi,26975,26.4615384615384,,,,,
Carthage,Mississippi,17118,15.9657610718273,4782,,,,
Hickory,Mississippi,15463,6.93641618497109,529,,,,
Courtland,Mississippi,14417,17.1339563862928,511,,,,
Sardis,Mississippi,19916,15.2077151335311,1581,,,,
Ripley,Mississippi,20602,18.1163954943679,5273,,,,
Pearlington,Mississippi,25766,11.4987080103359,,,,,
Mound Bayou,Mississippi,11695,21.7224880382775,1370,,,,
Beauregard,Mississippi,16703,10.8196721311475,324,,,,
D'Lo,Mississippi,20611,16.497461928934,437,,,,
Hazlehurst,Mississippi,13610,14.5004061738424,3730,,,,
Lexington,Mississippi,24089,16.4107485604606,1453,,,,
Tremont,Mississippi,26286,18.8118811881188,463,,,,
Moorhead,Mississippi,10342,7.5,2063,,,,
Shaw,Mississippi,12951,17.9401993355481,1685,,,,
Brandon,Mississippi,35718,40.5976363970363,24289,,,,
Pelahatchie,Mississippi,23121,9.04109589041096,1382,,,,
Blue Springs,Mississippi,22942,18.1347150259067,241,,,,
Pope,Mississippi,20339,26.5625,248,,,,
Heidelberg,Mississippi,18041,9.33333333333333,659,,,,
Louin,Mississippi,25651,32,259,,,,
Pittsboro,Mississippi,18076,18.1102362204724,192,,,,
Newton,Mississippi,17950,15.9189580318379,3155,,,,
Charleston,Mississippi,16338,9.88593155893536,1867,,,,
Madison,Mississippi,49224,68.4615384615384,25661,,,,
Plantersville,Mississippi,19823,18.9383070301291,1137,,,,
Tupelo,Mississippi,27501,31.7943932816747,38312,,,,
Pearl River,Mississippi,15113,7.0619006102877,,,,,
Pleasant Valley,Missouri,27880,14.2407906558849,3026,,,,
Fair Grove,Missouri,25004,24.6102449888641,1529,,,,
Holden,Missouri,20749,18.6806411837237,2236,,,,
Snow Lake Shores,Mississippi,40966,24.0418118466898,289,,,,
Bull Creek,Missouri,12299,4.56140350877193,635,,,,
Gallatin,Missouri,22029,20.7956600361663,1749,,,,
Arcadia,Missouri,28109,13.5294117647058,559,,,,
Jamesport,Missouri,22836,6.19195046439628,515,,,,
Chaffee,Missouri,23989,9.37988535695674,2898,,,,
Haywood City,Missouri,18523,2.35294117647058,202,,,,
Miner,Missouri,20880,5.64826700898587,934,,,,
Archie,Missouri,22940,20.8955223880597,1202,,,,
Belton,Missouri,27233,18.912901113294,23642,,,,
Lake Winnebago,Missouri,72083,64.6441073512252,1269,,,,
Peculiar,Missouri,29435,23.8270209157716,5478,,,,
Desloge,Missouri,22427,10.8426966292134,4882,,,,
Leadington,Missouri,17618,11.2,598,,,,
Park Hills,Missouri,19438,11.8608227604767,8529,,,,
Armstrong,Missouri,14548,13.5338345864661,276,,,,
Novinger,Missouri,16324,9.42622950819672,433,,,,
